binarize_by_threshold,2024-12-19 14:26:52
binarize_by_threshold,2024-12-19 14:27:08
mirror_vertically,2024-12-19 14:27:15
mirror_vertically,2024-12-19 14:27:23
binarize_by_threshold,2024-12-19 14:27:45
binarize_by_threshold,2024-12-19 14:29:43
send_back_inversion,2024-12-19 14:32:09
binarize_by_threshold,2024-12-19 14:32:36
